date,Beef,Veal,Pork,Lamb and mutton,Other chicken,Turkey,Frozen eggs,Broiler
3/1/1922,50.20,,103.49,5.90,2.57,2.93,,
2/1/1922,66.26,,149.44,6.75,3.11,3.84,,
1/1/1922,76.52,,182.16,8.71,4.67,4.51,,
12/1/1921,88.84,,194.49,15.88,5.79,5.20,,
11/1/1921,100.67,,200.71,25.13,9.00,5.72,,
10/1/1921,114.06,,219.96,38.52,11.86,6.24,,
9/1/1921,122.40,,208.89,59.30,15.10,6.68,,
8/1/1921,119.97,,150.59,78.08,15.60,6.41,,
7/1/1921,120.25,,93.99,68.03,14.67,6.02,,
6/1/1921,89.72,,60.01,56.70,7.21,4.35,,
5/1/1921,68.66,,67.15,49.00,4.26,.87,,
4/1/1921,58.46,,87.59,25.33,3.77,.87,,
3/1/1921,67.01,,129.20,11.02,5.00,1.18,,
2/1/1921,77.47,,161.80,2.30,5.24,1.80,,
1/1/1921,95.30,,170.05,4.31,3.99,2.43,,
12/1/1920,130.62,,156.96,5.74,4.65,2.83,,
11/1/1920,170.46,,144.45,2.58,7.25,3.50,,
10/1/1920,196.89,,148.92,3.52,13.18,4.55,,
9/1/1920,223.15,,132.10,5.78,18.38,5.69,,
8/1/1920,252.04,,106.68,7.79,23.11,6.03,,
7/1/1920,261.81,,55.55,10.29,20.64,5.18,,
6/1/1920,223.31,,44.86,9.41,9.69,3.21,,
5/1/1920,184.20,,47.27,7.89,4.33,1.33,,
4/1/1920,166.24,,61.42,8.32,4.36,1.85,,
3/1/1920,162.07,,90.51,7.82,4.90,3.20,,
2/1/1920,159.28,,131.14,7.26,7.35,4.39,,
1/1/1920,162.64,,155.26,7.28,9.57,5.38,,
12/1/1919,163.91,,144.21,7.72,11.12,6.36,,
11/1/1919,184.59,,139.21,7.62,15.55,7.07,,
10/1/1919,221.73,,142.19,6.51,23.58,8.67,,
9/1/1919,265.29,,128.90,8.01,28.07,10.12,,
8/1/1919,294.51,,104.71,11.36,30.70,10.61,,
7/1/1919,298.82,,61.54,12.76,26.03,9.04,,
6/1/1919,229.67,,34.75,9.04,15.07,6.34,,
5/1/1919,224.31,,36.97,8.65,9.46,1.58,,
4/1/1919,194.47,,46.59,5.28,7.45,1.77,,
3/1/1919,185.14,,71.39,4.05,7.35,2.10,,
2/1/1919,180.96,,108.22,3.15,5.84,3.09,,
1/1/1919,154.64,,117.98,2.43,4.36,4.24,,
12/1/1918,190.08,,118.60,3.86,2.75,5.94,,
11/1/1918,212.73,,117.79,3.35,4.11,7.32,,
10/1/1918,268.02,,116.55,5.60,9.42,8.51,,
9/1/1918,276.11,,104.63,7.86,12.48,9.69,,
8/1/1918,292.11,,61.66,6.32,15.28,10.51,,
7/1/1918,315.57,,41.66,7.40,13.90,4.74,,
6/1/1918,235.66,,23.50,5.41,8.50,3.15,,
5/1/1918,179.03,,25.35,4.19,3.30,6.49,,
4/1/1918,119.22,,39.77,2.77,2.66,3.02,,
3/1/1918,100.45,,72.29,2.72,2.77,3.55,,
2/1/1918,108.73,,96.65,3.91,3.48,4.08,,
1/1/1918,109.35,,91.56,4.38,3.79,4.38,,
12/1/1917,103.01,,77.53,3.51,4.75,3.24,,
11/1/1917,118.39,,74.73,4.37,6.40,3.05,,
10/1/1917,154.19,,65.00,4.87,4.70,2.89,,
9/1/1917,169.79,,63.35,4.95,5.11,3.22,,
8/1/1917,190.91,,66.06,5.90,8.29,3.52,,
